senderID,receiverID,amount,transactionType,transactionDate
Fund Withdrawal,MC1802055,0,Fund Withdrawal,2025-07-31T09:18:06.867+00:00
Mint Income,MC1023243,6.6,Mint Income,2025-07-31T09:36:06.867+00:00
Mint Income,MC6588012,6.6,Mint Income,2025-07-31T09:42:13.867+00:00
Minting Level Income,MC1165261,1.0571,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1382081,0.033,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1603820,0.99,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1642111,0.0083,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1802055,1.0065,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1810108,0.0165,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1897522,3.96,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1899810,0.224,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC1915335,0.0166,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC2081636,0.02,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC2192955,0.0083,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC2402013,1.221,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC2564876,0.198,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC2986509,0.168,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC3072974,0.0248,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC3297061,0.033,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC340443,14.4547,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC3405424,0.033,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC3564968,0.99,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC3745361,0.1333,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC3988379,5.0504,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC4063554,0.1485,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC4446264,0.0165,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC4852807,0.198,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC5276082,0.33,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC5521351,0.0083,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC5623181,0.1347,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC5832092,0.1485,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6078218,2.2358,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6106418,3.9112,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6244314,0.1815,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6588012,7.9938,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6653851,0.066,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6755591,2.2257,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC6946989,0.99,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC7076453,0.0496,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC7228064,0.05,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC7456490,5.445,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC7565994,2.475,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC7711812,0.033,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC8374449,0.99,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC8610353,0.99,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC8782877,0.099,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC8954564,8.5477,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC9008309,0.0581,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC9014956,5.626,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC9267266,0.0299,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC9471052,0.038,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC9521935,0.99,Minting Level Income,2025-07-31T09:51:56.867+00:00
Minting Level Income,MC9876220,1.485,Minting Level Income,2025-07-31T09:51:56.867+00:00
Mint Income,MC1022043,0.0825,Mint Income,2025-07-31T09:59:05.867+00:00
Mint Income,MC4061955,0.0825,Mint Income,2025-07-31T09:59:41.867+00:00
Mint Income,MC5521351,0.165,Mint Income,2025-07-31T10:03:42.867+00:00
Mint Income,MC6106418,9.9,Mint Income,2025-07-31T10:03:56.867+00:00
Mint Income,MC1810108,13.365,Mint Income,2025-07-31T10:04:22.867+00:00
Mint Income,MC8123068,9.9,Mint Income,2025-07-31T10:04:40.867+00:00
Mint Income,MC8270182,6.6,Mint Income,2025-07-31T10:04:44.867+00:00
Mint Income,MC6223155,0.33,Mint Income,2025-07-31T10:05:03.867+00:00
Mint Income,MC2192955,0.0825,Mint Income,2025-07-31T10:05:41.867+00:00
Mint Income,MC3405424,9.9,Mint Income,2025-07-31T10:07:05.867+00:00
Mint Income,MC9014956,7.095,Mint Income,2025-07-31T10:11:23.867+00:00
Mint Income,MC8954564,7.26,Mint Income,2025-07-31T10:17:37.867+00:00
Mint Income,MC3795778,1.98,Mint Income,2025-07-31T10:17:39.867+00:00
Mint Income,MC2081636,2.9719,Mint Income,2025-07-31T10:17:45.867+00:00
Mint Income,MC1603820,1,Mint Income,2025-07-31T11:01:31.867+00:00
Mint Income,MC8131371,9.9,Mint Income,2025-07-31T11:01:40.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-31T11:02:36.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-31T11:02:36.867+00:00
Mint Income,MC7353896,9.9,Mint Income,2025-07-31T11:03:25.867+00:00
Mint Income,MC1459401,9.9,Mint Income,2025-07-31T11:03:40.867+00:00
Mint Income,MC5767815,9.9,Mint Income,2025-07-31T11:03:53.867+00:00
Mint Income,MC2177687,0.0825,Mint Income,2025-07-31T11:16:13.867+00:00
Convenience Fee,MC1603820,0,Convenience Fee,2025-07-31T11:49:00.867+00:00
Fund Withdrawal,MC1603820,0,Fund Withdrawal,2025-07-31T11:49:00.867+00:00
Convenience Fee,MC8131371,0,Convenience Fee,2025-07-31T11:50:24.867+00:00
Fund Withdrawal,MC8131371,0,Fund Withdrawal,2025-07-31T11:50:24.867+00:00
Mint Income,MC1575393,6.6,Mint Income,2025-07-31T12:44:28.867+00:00
MC2382709 ,MC8270182,5,Direct Income,2025-07-31T13:02:01.867+00:00
Mint Income,MC5359627,0.0825,Mint Income,2025-07-31T14:03:32.867+00:00
Mint Income,MC9471052,0.495,Mint Income,2025-07-31T14:07:49.867+00:00
Mint Income,MC7076453,0.3795,Mint Income,2025-07-31T14:08:15.867+00:00
Mint Income,MC9081836,0.495,Mint Income,2025-07-31T14:17:44.867+00:00
Mint Income,MC9984121,0.99,Mint Income,2025-07-31T14:24:59.867+00:00
Mint Income,MC5400047,0.2475,Mint Income,2025-07-31T14:37:20.867+00:00
Mint Income,MC3072974,6.6,Mint Income,2025-07-31T14:38:20.867+00:00
Mint Income,MC1802055,1.3325,Mint Income,2025-07-31T15:00:08.867+00:00
Mint Income,MC7418397,0.99,Mint Income,2025-07-31T15:03:29.867+00:00
Mint Income,MC6946989,3.3,Mint Income,2025-07-31T15:03:37.867+00:00
Mint Income,MC7417980,0.0825,Mint Income,2025-07-31T15:04:10.867+00:00
Mint Income,MC5505724,0.33,Mint Income,2025-07-31T15:12:34.867+00:00
Mint Income,MC5776929,0.0825,Mint Income,2025-07-31T15:22:32.867+00:00
Mint Income,MC4955784,0.99,Mint Income,2025-07-31T15:23:34.867+00:00
Mint Income,MC1469782,9.9,Mint Income,2025-07-31T16:01:50.867+00:00
Mint Income,MC5296570,9.9,Mint Income,2025-07-31T17:03:17.867+00:00
Mint Income,MC3931889,33,Mint Income,2025-07-31T17:10:22.867+00:00
Mint Income,MC6244314,1.6797,Mint Income,2025-07-31T17:12:21.867+00:00
Mint Income,MC7630307,0.495,Mint Income,2025-07-31T17:30:09.867+00:00
Mint Income,MC8404455,82.5,Mint Income,2025-07-31T17:30:10.867+00:00
Mint Income,MC8708777,0.2475,Mint Income,2025-07-31T17:39:43.867+00:00
Mint Income,MC5832092,0.2986,Mint Income,2025-07-31T18:16:05.867+00:00
Mint Income,MC9988109,10.065,Mint Income,2025-07-31T18:27:24.867+00:00
Mint Income,MC9787611,6.6,Mint Income,2025-07-31T19:07:53.867+00:00
Mint Income,MC5202905,3.3,Mint Income,2025-07-31T19:17:49.867+00:00
Mint Income,MC4320184,0.33,Mint Income,2025-07-31T19:20:21.867+00:00
Mint Income,MC1642111,0.0825,Mint Income,2025-07-31T19:21:32.867+00:00
Mint Income,MC3331331,0.0825,Mint Income,2025-07-31T19:29:01.867+00:00
Mint Income,MC7711812,0.165,Mint Income,2025-07-31T19:37:24.867+00:00
Mint Income,MC7000797,0.33,Mint Income,2025-07-31T19:43:12.867+00:00
Mint Income,MC340443,49.5,Mint Income,2025-07-31T19:46:30.867+00:00
Mint Income,MC1897522,49.5,Mint Income,2025-07-31T19:46:36.867+00:00
Mint Income,MC2951876,19.8,Mint Income,2025-07-31T19:46:41.867+00:00
Mint Income,MC2862160,19.8,Mint Income,2025-07-31T19:46:45.867+00:00
Mint Income,MC7228064,0.33,Mint Income,2025-07-31T19:56:33.867+00:00
Mint Income,MC1899810,0.33,Mint Income,2025-07-31T20:01:14.867+00:00
Mint Income,MC9121924,0.33,Mint Income,2025-07-31T20:15:01.867+00:00
Mint Income,MC2933147,19.8,Mint Income,2025-07-31T20:44:06.867+00:00
Mint Income,MC6830910,0.33,Mint Income,2025-07-31T20:48:44.867+00:00
Mint Income,MC4595039,0.0825,Mint Income,2025-07-31T20:57:41.867+00:00
Mint Income,MC3937433,0.165,Mint Income,2025-07-31T21:02:36.867+00:00
Mint Income,MC3323057,6.6,Mint Income,2025-07-31T21:12:02.867+00:00
Mint Income,MC8801046,0.165,Mint Income,2025-07-31T22:05:15.867+00:00
Mint Income,MC3331511,6.6,Mint Income,2025-07-31T22:16:51.867+00:00
Mint Income,MC9575154,6.6,Mint Income,2025-07-31T22:27:32.867+00:00
Mint Income,MC9375085,0.495,Mint Income,2025-07-31T22:50:38.867+00:00
Mint Income,MC7067898,9.9,Mint Income,2025-07-31T22:55:33.867+00:00
Mint Income,MC9422959,0.165,Mint Income,2025-08-01T00:01:06.867+00:00
Hyper Binary Income,MC340443,2.1428,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Hyper Binary Income,MC3988379,2.1428,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Hyper Binary Income,MC6078218,2.1428,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Hyper Binary Income,MC6301970,2.1428,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Hyper Binary Income,MC6588012,2.1428,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Hyper Binary Income,MC8270182,5,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Hyper Binary Income,MC8954564,2.1428,Hyper Binary Income,2025-08-01T00:07:40.867+00:00
Mint Income,MC1165261,0.33,Mint Income,2025-08-01T00:25:03.867+00:00
Mint Income,MC5242915,0.54,Mint Income,2025-08-01T00:25:38.867+00:00
Mint Income,MC8761343,9.9,Mint Income,2025-08-01T01:10:06.867+00:00
Mint Income,MC7456490,49.5,Mint Income,2025-08-01T02:16:06.867+00:00
Mint Income,MC2640189,0.99,Mint Income,2025-08-01T04:01:30.867+00:00
Mint Income,MC7520252,0.0825,Mint Income,2025-08-01T04:01:37.867+00:00
Royalty Income,MC340443,5,Royalty Income,2025-08-01T04:02:10.867+00:00
Mint Income,MC9424683,0.99,Mint Income,2025-08-01T04:02:52.867+00:00
Mint Income,MC4852807,0.99,Mint Income,2025-08-01T04:04:39.867+00:00
Mint Income,MC4446264,0.165,Mint Income,2025-08-01T04:09:34.867+00:00
Mint Income,MC6157351,0.0825,Mint Income,2025-08-01T04:43:02.867+00:00
Mint Income,MC6755591,7.5,Mint Income,2025-08-01T04:59:39.867+00:00
Mint Income,MC2407980,9.9,Mint Income,2025-08-01T04:59:47.867+00:00
Mint Income,MC5212881,9.9,Mint Income,2025-08-01T04:59:54.867+00:00
Mint Income,MC6167752,0.99,Mint Income,2025-08-01T05:00:00.867+00:00
Mint Income,MC3745361,0.165,Mint Income,2025-08-01T05:00:22.867+00:00
Mint Income,MC8548529,0.1815,Mint Income,2025-08-01T05:06:28.867+00:00
Mint Income,MC9577715,0.99,Mint Income,2025-08-01T05:13:42.867+00:00
Mint Income,MC5453359,6.6,Mint Income,2025-08-01T05:14:52.867+00:00
Mint Income,MC4980098,0.0825,Mint Income,2025-08-01T05:15:11.867+00:00
Mint Income,MC2878509,6.6,Mint Income,2025-08-01T05:15:59.867+00:00
Mint Income,MC6333566,0.0825,Mint Income,2025-08-01T05:20:28.867+00:00
Mint Income,MC9876220,1.528,Mint Income,2025-08-01T05:29:55.867+00:00
Mint Income,MC9133363,4.95,Mint Income,2025-08-01T05:30:04.867+00:00
Mint Income,MC6809025,4.95,Mint Income,2025-08-01T05:30:10.867+00:00
Mint Income,MC8769755,4.95,Mint Income,2025-08-01T05:30:16.867+00:00
Mint Income,MC5623181,6.6,Mint Income,2025-08-01T05:36:41.867+00:00
Mint Income,MC3988379,6.6,Mint Income,2025-08-01T05:37:22.867+00:00
Mint Income,MC6653851,0.33,Mint Income,2025-08-01T05:39:38.867+00:00
Mint Income,MC3297061,0.99,Mint Income,2025-08-01T05:56:58.867+00:00
Mint Income,MC5939786,0.33,Mint Income,2025-08-01T05:57:20.867+00:00
Mint Income,MC6078218,6.6,Mint Income,2025-08-01T05:58:13.867+00:00
Mint Income,MC8782877,6.6,Mint Income,2025-08-01T05:59:03.867+00:00
Mint Income,MC6301970,33,Mint Income,2025-08-01T06:00:10.867+00:00
Mint Income,MC7465314,9.9,Mint Income,2025-08-01T06:00:33.867+00:00
Mint Income,MC9567251,0.99,Mint Income,2025-08-01T06:00:45.867+00:00
Mint Income,MC4915053,0.99,Mint Income,2025-08-01T06:00:56.867+00:00
Mint Income,MC2060628,0.33,Mint Income,2025-08-01T06:01:32.867+00:00
Mint Income,MC4147281,0.99,Mint Income,2025-08-01T06:01:37.867+00:00
Mint Income,MC2402013,0.99,Mint Income,2025-08-01T06:01:53.867+00:00
Convenience Fee,MC3988379,0,Convenience Fee,2025-08-01T06:05:24.867+00:00
Fund Withdrawal,MC3988379,0,Fund Withdrawal,2025-08-01T06:05:24.867+00:00
Mint Income,MC2986509,0.2,Mint Income,2025-08-01T06:40:36.867+00:00
Mint Income,MC2138897,9.9,Mint Income,2025-08-01T07:02:14.867+00:00
Mint Income,MC4631188,2.3925,Mint Income,2025-08-01T07:17:42.867+00:00
Mint Income,MC2682482,6.6,Mint Income,2025-08-01T07:34:00.867+00:00
Mint Income,MC5276082,0.5,Mint Income,2025-08-01T07:47:46.867+00:00
Mint Income,MC4845337,0.2,Mint Income,2025-08-01T07:50:00.867+00:00
Mint Income,MC1471854,9.9,Mint Income,2025-08-01T08:17:45.867+00:00
Mint Income,MC9818660,0.99,Mint Income,2025-08-01T08:20:23.867+00:00
Mint Income,MC2564876,1.25,Mint Income,2025-08-01T08:35:13.867+00:00
Mint Income,MC3243987,9.9,Mint Income,2025-08-01T09:25:50.867+00:00
Mint Income,MC6588012,6.6,Mint Income,2025-08-01T09:36:12.867+00:00
Mint Income,MC9207770,6.6,Mint Income,2025-08-01T09:37:47.867+00:00
Mint Income,MC8270182,6.6,Mint Income,2025-08-01T10:03:46.867+00:00
Mint Income,MC9014956,7.095,Mint Income,2025-08-01T10:03:59.867+00:00
Mint Income,MC4311217,9.9,Mint Income,2025-08-01T10:26:34.867+00:00
Mint Income,MC3564968,1.33,Mint Income,2025-08-01T10:27:06.867+00:00
Convenience Fee,MC9014956,0,Convenience Fee,2025-08-01T10:39:13.867+00:00
Fund Withdrawal,MC9014956,0,Fund Withdrawal,2025-08-01T10:39:13.867+00:00
Mint Income,MC3795778,1.98,Mint Income,2025-08-01T10:55:18.867+00:00
Mint Income,MC8131371,9.9,Mint Income,2025-08-01T11:01:36.867+00:00
Mint Income,MC1603820,1,Mint Income,2025-08-01T11:01:45.867+00:00
Mint Income,MC8954564,7.26,Mint Income,2025-08-01T11:02:05.867+00:00
Mint Income,MC2081636,3.2788,Mint Income,2025-08-01T11:02:39.867+00:00
Mint Income,MC7353896,9.9,Mint Income,2025-08-01T11:03:40.867+00:00
Mint Income,MC1459401,9.9,Mint Income,2025-08-01T11:03:52.867+00:00
Mint Income,MC5767815,9.9,Mint Income,2025-08-01T11:04:05.867+00:00
Mint Income,MC3384067,0.0825,Mint Income,2025-08-01T12:12:29.867+00:00
Mint Income,MC5375376,1.65,Mint Income,2025-08-01T12:30:13.867+00:00
Mint Income,MC7105640,0.0825,Mint Income,2025-08-01T13:32:16.867+00:00
Mint Income,MC5400047,0.2475,Mint Income,2025-08-01T14:30:27.867+00:00
Mint Income,MC7417980,0.0825,Mint Income,2025-08-01T15:05:35.867+00:00
Mint Income,MC1802055,1.745,Mint Income,2025-08-01T15:06:07.867+00:00
Mint Income,MC5505724,0.33,Mint Income,2025-08-01T15:12:41.867+00:00
Mint Income,MC9984121,0.99,Mint Income,2025-08-01T15:52:51.867+00:00
Mint Income,MC1469782,9.9,Mint Income,2025-08-01T16:01:55.867+00:00
Mint Income,MC4063554,0.165,Mint Income,2025-08-01T16:05:27.867+00:00
Mint Income,MC7418397,0.99,Mint Income,2025-08-01T16:09:18.867+00:00
MC1950048 ,MC6244314,5,Direct Income,2025-08-01T16:26:01.867+00:00
Mint Income,MC7565994,99,Mint Income,2025-08-01T16:42:04.867+00:00
Mint Income,MC6946989,3.3,Mint Income,2025-08-01T16:46:16.867+00:00
Mint Income,MC1023243,6.6,Mint Income,2025-08-01T17:00:33.867+00:00
Mint Income,MC6244314,1.6797,Mint Income,2025-08-01T17:11:02.867+00:00
Mint Income,MC8123068,9.9,Mint Income,2025-08-01T17:14:43.867+00:00
Mint Income,MC5521351,0.165,Mint Income,2025-08-01T17:15:01.867+00:00
Mint Income,MC6106418,9.9,Mint Income,2025-08-01T17:15:13.867+00:00
Mint Income,MC1810108,13.365,Mint Income,2025-08-01T17:15:37.867+00:00
Mint Income,MC6223155,0.33,Mint Income,2025-08-01T17:17:22.867+00:00
Mint Income,MC2192955,0.33,Mint Income,2025-08-01T17:17:36.867+00:00
Mint Income,MC3405424,9.9,Mint Income,2025-08-01T17:18:52.867+00:00
Mint Income,MC7630307,0.495,Mint Income,2025-08-01T17:30:23.867+00:00
Mint Income,MC2274681,0.165,Mint Income,2025-08-01T17:54:32.867+00:00
Mint Income,MC7076453,0.3795,Mint Income,2025-08-01T17:56:55.867+00:00
Mint Income,MC9471052,0.495,Mint Income,2025-08-01T17:57:06.867+00:00
Mint Income,MC5832092,0.2986,Mint Income,2025-08-01T18:10:26.867+00:00
Mint Income,MC5296570,9.9,Mint Income,2025-08-01T18:16:28.867+00:00
Mint Income,MC6694901,6.6,Mint Income,2025-08-01T18:18:52.867+00:00
Mint Income,MC3417527,0.99,Mint Income,2025-08-01T18:34:59.867+00:00
Mint Income,MC9988109,10.065,Mint Income,2025-08-01T18:36:26.867+00:00
Mint Income,MC7711812,0.165,Mint Income,2025-08-01T19:04:37.867+00:00
Mint Income,MC340443,49.5,Mint Income,2025-08-01T19:21:31.867+00:00
Mint Income,MC1897522,49.5,Mint Income,2025-08-01T19:21:39.867+00:00
Mint Income,MC2951876,19.8,Mint Income,2025-08-01T19:21:43.867+00:00
Mint Income,MC2862160,19.8,Mint Income,2025-08-01T19:21:49.867+00:00
Mint Income,MC5202905,3.3,Mint Income,2025-08-01T19:25:49.867+00:00
Convenience Fee,MC9521935,0,Convenience Fee,2025-08-01T19:32:18.867+00:00
Fund Withdrawal,MC9521935,0,Fund Withdrawal,2025-08-01T19:32:18.867+00:00
Mint Income,MC4320184,0.33,Mint Income,2025-08-01T19:32:47.867+00:00
Mint Income,MC7000797,0.33,Mint Income,2025-08-01T19:35:01.867+00:00
Mint Income,MC2987615,9.9,Mint Income,2025-08-01T19:36:14.867+00:00
Mint Income,MC7228064,0.33,Mint Income,2025-08-01T19:39:40.867+00:00
Mint Income,MC8708777,0.2475,Mint Income,2025-08-01T19:58:48.867+00:00
Mint Income,MC3931889,33,Mint Income,2025-08-01T20:32:16.867+00:00
Mint Income,MC5359627,0.0825,Mint Income,2025-08-01T20:48:22.867+00:00
Mint Income,MC1899810,0.33,Mint Income,2025-08-01T21:05:57.867+00:00
Mint Income,MC4595039,0.0825,Mint Income,2025-08-01T21:29:18.867+00:00
Mint Income,MC4061955,0.0825,Mint Income,2025-08-01T21:40:45.867+00:00
Mint Income,MC2933147,19.8,Mint Income,2025-08-01T21:47:07.867+00:00
Mint Income,MC1426670,0.99,Mint Income,2025-08-01T22:04:00.867+00:00
MC1411292 ,MC7711812,5,Direct Income,2025-08-01T22:06:01.867+00:00
Mint Income,MC3331511,6.6,Mint Income,2025-08-01T22:17:22.867+00:00
Mint Income,MC7067898,9.9,Mint Income,2025-08-01T23:08:58.867+00:00
Minting Level Income,MC1023243,0.0165,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1165261,1.5403,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1291738,0.109,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1382081,0.066,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1603820,1.98,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1642111,0.0166,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1646404,0.0166,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1802055,2.013,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1810108,0.033,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1897522,7.92,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1899810,0.448,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC1915335,0.0332,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC2081636,0.04,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC2192955,0.0165,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC2402013,1.419,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC2564876,0.396,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC2933147,0.0495,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC2986509,0.336,Minting Level Income,2025-08-02T00:00:28.867+00:00
Minting Level Income,MC3072974,0.0496,Minting Level Income,2025-08-02T00:00:28.867+00:00
